trip_id,driver_id,driver_trip_number,duration_minutes,distance_miles,average_speed_mph,max_speed_mph,harsh_braking_events,harsh_acceleration_events,sharp_cornering_events,phone_usage_seconds,speeding_percent,night_driving,rush_hour,time_of_day,start_zone,end_zone,data_quality_score,gps_accuracy_avg
trip_015253,01d62493148fcd53,2,30.8,17.65,41.6,50.1,5,2,1,0,0.162,0,1,morning_commute,zone_37.63_-122.46,zone_37.58_-122.4,0.9221145983272049,7.868145767310699
trip_015254,01d62493148fcd53,3,13.8,7.95,44.5,60.3,5,3,2,0,0.148,0,1,morning_commute,zone_37.76_-122.21,zone_37.79_-122.17,0.9014399696741529,9.599296851513097
trip_015255,01d62493148fcd53,4,17.6,13.11,41.6,55.2,4,2,1,0,0.232,1,0,early_morning,zone_37.62_-122.54,zone_37.54_-122.61,0.8641247999471801,13.9275061467824
trip_015256,01d62493148fcd53,5,12.8,9.4,40.7,50.2,1,2,1,0,0.575,1,0,night,zone_37.6_-122.28,zone_37.66_-122.19,0.8903252951545617,14.682244662560333
trip_015257,01d62493148fcd53,6,29.6,25.2,49.1,63.7,3,1,8,0,0.44,0,1,morning_commute,zone_37.68_-122.31,zone_37.77_-122.36,0.8239014117207092,18.03986542172352
trip_015258,01d62493148fcd53,7,78.7,69.72,44.7,58.7,18,8,11,0,0.242,0,1,evening_commute,zone_37.83_-122.47,zone_37.89_-122.53,0.7050725892070664,14.82730499802486
trip_015259,01d62493148fcd53,8,10.9,9.19,34.9,37.8,1,1,0,0,0.257,0,1,evening_commute,zone_37.79_-122.55,zone_37.76_-122.47,0.921269712251343,23.868604358762685
trip_015260,01d62493148fcd53,9,11.6,5.21,36.6,49.7,3,1,0,31,0.349,0,1,morning_commute,zone_37.85_-122.27,zone_37.86_-122.31,0.9760869139487269,22.369370687960085
trip_015261,01d62493148fcd53,10,11.9,8.43,39.9,55.3,1,1,1,42,0.742,0,1,evening_commute,zone_37.59_-122.51,zone_37.58_-122.48,0.8736679640043907,6.120439896856931
trip_015262,01d62493148fcd53,11,32.7,31.61,43.9,54.6,3,6,1,10,0.4,0,1,morning_commute,zone_37.84_-122.24,zone_37.84_-122.17,0.9085991777805741,8.457434757380156
trip_015263,01d62493148fcd53,12,29.7,34.75,42.6,59.9,3,7,0,0,0.462,0,1,evening_commute,zone_37.7_-122.42,zone_37.63_-122.52,0.9506234396715035,15.494407462227587
trip_015264,01d62493148fcd53,13,25.7,19.28,41.0,53.8,4,2,2,20,0.238,0,1,evening_commute,zone_37.76_-122.58,zone_37.84_-122.61,0.9846064683266903,12.369715477237264
trip_015265,01d62493148fcd53,14,25.2,22.37,40.5,60.7,4,3,4,0,0.158,0,1,evening_commute,zone_37.81_-122.45,zone_37.77_-122.5,0.8563638289776538,9.353733046651609
trip_015266,01d62493148fcd53,15,30.9,22.9,38.0,42.3,1,2,1,0,0.244,0,1,morning_commute,zone_37.53_-122.48,zone_37.49_-122.53,0.8231100612254403,20.8411014282242
trip_015267,01d62493148fcd53,16,32.8,28.96,29.9,31.7,6,2,4,0,0.104,0,0,midday,zone_37.56_-122.55,zone_37.5_-122.62,0.9018623784801567,17.766137518113883
trip_015268,01d62493148fcd53,17,19.0,15.68,32.7,43.4,3,4,3,0,0.348,0,0,midday,zone_37.65_-122.2,zone_37.57_-122.21,0.9507166441395319,15.052978255987332
trip_015269,01d62493148fcd53,18,49.5,33.59,36.0,65.5,8,9,5,0,0.966,1,0,night,zone_37.53_-122.33,zone_37.61_-122.39,0.7998204136499509,28.778959064485818
trip_010927,020c073065ced129,1,32.7,11.08,30.0,40.6,1,0,0,0,0.031,0,1,morning_commute,zone_37.64_-122.55,zone_37.65_-122.62,0.8940093361724195,9.464385989332726
trip_010928,020c073065ced129,2,23.1,9.74,33.3,47.8,0,1,0,0,0.006,1,0,early_morning,zone_37.68_-122.43,zone_37.7_-122.46,0.8181943164181099,16.088106626342082
trip_010929,020c073065ced129,3,28.8,12.85,27.2,33.8,0,0,0,0,0.008,0,1,morning_commute,zone_37.86_-122.49,zone_37.79_-122.48,0.99676734726124,9.11462054944364
trip_010930,020c073065ced129,4,5.0,2.45,21.3,24.2,0,0,0,0,0.036,1,0,early_morning,zone_37.81_-122.32,zone_37.73_-122.36,0.6923217380912351,17.505877375820102
trip_010931,020c073065ced129,5,13.1,2.35,26.1,32.7,1,1,0,0,0.016,0,1,morning_commute,zone_37.54_-122.23,zone_37.59_-122.27,0.9755715505800474,9.823449794247818
trip_010932,020c073065ced129,6,12.7,8.52,23.0,27.9,0,0,0,0,0.025,0,1,morning_commute,zone_37.57_-122.54,zone_37.62_-122.62,0.9755468102086494,12.007000268141661
trip_010933,020c073065ced129,7,27.5,16.52,26.1,42.2,0,0,0,0,0.027,1,0,early_morning,zone_37.65_-122.25,zone_37.66_-122.15,0.8625519594468954,8.688828613952417
trip_010934,020c073065ced129,8,27.4,11.53,29.0,42.5,2,1,0,0,0.008,0,1,evening_commute,zone_37.64_-122.25,zone_37.56_-122.17,0.9932141866782858,24.130905088130948
trip_010935,020c073065ced129,9,41.2,21.8,26.8,41.7,0,0,0,0,0.013,0,0,midday,zone_37.89_-122.44,zone_37.84_-122.41,0.8962164154387805,19.321459095403426
trip_010936,020c073065ced129,10,21.7,11.84,26.4,32.3,0,1,0,0,0.015,0,1,evening_commute,zone_37.54_-122.55,zone_37.45_-122.51,0.9487267258207116,17.574739599427307
trip_010937,020c073065ced129,11,15.0,9.51,32.7,35.7,1,0,0,0,0.011,0,1,evening_commute,zone_37.62_-122.52,zone_37.62_-122.43,0.9992389902276848,10.141202104804526
trip_010938,020c073065ced129,12,71.9,38.19,27.3,43.5,1,1,1,0,0.029,0,0,midday,zone_37.85_-122.39,zone_37.92_-122.32,0.8179341793433563,7.199138678798398
trip_010939,020c073065ced129,13,33.4,12.78,31.3,48.0,2,1,1,0,0.019,0,1,morning_commute,zone_37.61_-122.56,zone_37.66_-122.53,0.9970922666937954,16.03729040125015
trip_010940,020c073065ced129,14,22.5,9.49,19.6,30.1,0,0,4,0,0.049,0,0,midday,zone_37.62_-122.54,zone_37.68_-122.58,0.7307406226188083,16.28515721320929
trip_003576,021a898be1fa2ade,1,30.8,16.53,37.7,40.5,3,1,1,0,0.048,0,1,morning_commute,zone_37.66_-122.59,zone_37.66_-122.61,0.9335001234070845,11.651923466187949
trip_003577,021a898be1fa2ade,2,31.8,23.66,25.4,32.9,5,0,0,0,0.122,0,1,morning_commute,zone_37.64_-122.54,zone_37.66_-122.55,0.8447952197401519,18.518030899018036
trip_003578,021a898be1fa2ade,3,27.9,15.83,38.5,44.7,1,2,1,0,0.093,1,0,night,zone_37.69_-122.34,zone_37.62_-122.39,0.9523223945838204,10.518706283016474
trip_003579,021a898be1fa2ade,4,16.2,7.68,33.1,36.6,0,1,1,0,0.024,0,1,evening_commute,zone_37.7_-122.42,zone_37.73_-122.43,0.9340632592620426,32.028422683689186
trip_003580,021a898be1fa2ade,5,6.9,4.51,39.5,53.5,0,0,0,0,0.062,0,1,evening_commute,zone_37.81_-122.38,zone_37.88_-122.43,0.8944483056162377,5.508568274203453
trip_003581,021a898be1fa2ade,6,41.2,19.83,32.8,35.9,3,2,1,0,0.143,1,0,night,zone_37.58_-122.47,zone_37.53_-122.52,0.9974176726593927,13.139949926769923
trip_003582,021a898be1fa2ade,7,8.5,4.45,25.0,30.5,0,0,0,0,0.051,0,1,morning_commute,zone_37.77_-122.57,zone_37.85_-122.52,0.944565389966764,8.238696780289882
trip_003583,021a898be1fa2ade,8,28.9,15.71,35.9,52.5,1,1,2,0,0.029,0,1,morning_commute,zone_37.6_-122.45,zone_37.57_-122.45,0.9349145173068212,15.004298826861138
trip_003584,021a898be1fa2ade,9,17.3,14.45,32.8,36.8,1,1,0,0,0.021,0,1,evening_commute,zone_37.79_-122.25,zone_37.78_-122.31,0.9368504580125472,21.78707080506835
trip_003585,021a898be1fa2ade,10,23.0,14.04,34.2,44.3,1,2,0,0,0.042,0,0,midday,zone_37.79_-122.35,zone_37.7_-122.28,0.6649368649339276,8.476310962918802
trip_001260,022bb1b6bea40a10,1,9.6,7.82,38.6,60.7,1,2,0,0,0.676,0,0,midday,zone_37.76_-122.27,zone_37.72_-122.21,0.9021783763372544,14.607052409431848
trip_001261,022bb1b6bea40a10,2,43.1,23.44,43.4,61.0,5,5,3,0,0.462,0,1,evening_commute,zone_37.78_-122.31,zone_37.77_-122.34,0.9721571849534599,12.629235602037408
trip_001262,022bb1b6bea40a10,3,41.1,23.08,43.3,50.7,8,5,4,76,0.596,1,0,early_morning,zone_37.82_-122.43,zone_37.77_-122.51,0.8300256546871589,22.842845892807034
trip_001263,022bb1b6bea40a10,4,23.5,17.04,30.7,43.6,2,2,0,6,0.224,1,0,early_morning,zone_37.53_-122.48,zone_37.6_-122.44,0.9839901215246304,21.711280623750074
trip_001264,022bb1b6bea40a10,5,25.0,11.05,34.1,35.9,3,1,0,21,0.061,1,0,early_morning,zone_37.56_-122.26,zone_37.53_-122.29,0.9687642369975324,12.530816033421399
trip_001265,022bb1b6bea40a10,6,12.9,3.26,41.5,56.4,2,2,0,0,1.0,0,1,evening_commute,zone_37.56_-122.34,zone_37.56_-122.29,0.7991144625245272,9.228626447757739
trip_001266,022bb1b6bea40a10,7,99.8,79.99,37.1,55.4,20,7,4,0,0.562,0,1,morning_commute,zone_37.8_-122.24,zone_37.84_-122.18,0.8936316482315017,10.090740474495334
trip_001267,022bb1b6bea40a10,8,49.6,32.38,41.0,41.4,5,6,3,0,0.222,0,1,morning_commute,zone_37.76_-122.55,zone_37.72_-122.59,0.6662681044307078,9.024779835553854
trip_001268,022bb1b6bea40a10,9,32.7,16.44,41.4,44.4,7,2,5,0,0.467,0,1,evening_commute,zone_37.54_-122.24,zone_37.46_-122.22,0.8122682785676107,6.795075029525583
trip_014935,024d8c687de4b359,1,20.9,11.26,26.6,37.9,0,2,0,0,0.184,0,0,midday,zone_37.8_-122.5,zone_37.76_-122.47,0.9426080345789992,14.791069570298463
trip_014936,024d8c687de4b359,2,31.6,20.02,34.3,39.2,1,0,2,0,0.04,0,1,evening_commute,zone_37.84_-122.4,zone_37.82_-122.5,0.7007326387446354,8.999127242160213
trip_014937,024d8c687de4b359,3,13.2,7.18,34.4,37.2,0,0,0,0,0.111,0,1,evening_commute,zone_37.65_-122.44,zone_37.63_-122.47,0.9996265806075891,10.956336580915302
trip_014938,024d8c687de4b359,4,52.6,36.06,30.4,32.8,2,1,0,0,0.04,0,0,midday,zone_37.67_-122.4,zone_37.59_-122.38,0.9716952256085002,14.079247600524603
trip_014939,024d8c687de4b359,5,5.0,0.97,25.6,39.8,1,1,0,0,0.049,0,1,evening_commute,zone_37.73_-122.32,zone_37.68_-122.24,0.9514503767408172,18.901039229096554
trip_014940,024d8c687de4b359,6,24.2,16.93,48.4,60.0,2,0,0,0,0.022,0,1,evening_commute,zone_37.73_-122.41,zone_37.73_-122.42,0.8719777483369364,18.128674457616498
trip_014941,024d8c687de4b359,7,9.8,7.45,32.8,41.9,1,0,0,0,0.023,0,0,midday,zone_37.51_-122.45,zone_37.6_-122.42,0.8479293971878721,7.119775496862708
trip_014942,024d8c687de4b359,8,55.4,24.8,22.7,31.6,3,4,1,0,0.005,1,0,night,zone_37.55_-122.53,zone_37.46_-122.44,0.9670855048766783,7.058408737350108
trip_014943,024d8c687de4b359,9,22.7,11.39,35.4,40.1,0,0,1,0,0.04,0,1,evening_commute,zone_37.76_-122.23,zone_37.72_-122.13,0.9888096638553687,34.880909965560996
trip_014944,024d8c687de4b359,10,7.0,3.73,24.9,32.6,0,0,0,0,0.064,0,0,midday,zone_37.89_-122.21,zone_37.97_-122.3,0.9783575770619276,8.819939128514847
trip_014945,024d8c687de4b359,11,26.3,25.86,37.8,51.6,2,0,0,0,0.072,0,1,evening_commute,zone_37.82_-122.5,zone_37.85_-122.45,0.8588542156511912,22.895249270450957
trip_014946,024d8c687de4b359,12,32.9,19.75,37.6,55.8,3,0,3,0,0.068,0,1,morning_commute,zone_37.7_-122.42,zone_37.74_-122.4,0.7286503018168917,7.3237142701386935
trip_009638,024edf1e5e9cbf32,1,41.8,24.68,43.1,62.1,3,3,1,0,0.018,1,0,night,zone_37.86_-122.4,zone_37.88_-122.38,0.9792972034406263,46.00929619648369
trip_009639,024edf1e5e9cbf32,2,9.5,7.08,32.8,42.4,0,1,1,0,0.243,0,1,evening_commute,zone_37.81_-122.54,zone_37.84_-122.6,0.99790233144149,9.981687040194556
trip_009640,024edf1e5e9cbf32,3,26.9,13.39,40.0,44.4,1,1,1,0,0.05,0,1,morning_commute,zone_37.65_-122.47,zone_37.66_-122.46,0.9466378779515429,12.879640996472938
trip_009641,024edf1e5e9cbf32,4,21.0,8.52,38.4,51.6,0,0,0,0,0.181,0,0,midday,zone_37.8_-122.36,zone_37.88_-122.44,0.9832453809492686,10.215554038903642
trip_009642,024edf1e5e9cbf32,5,55.7,41.64,43.9,47.9,1,3,1,8,0.111,0,1,morning_commute,zone_37.71_-122.24,zone_37.68_-122.15,0.8299413949110624,6.763464587704595
trip_009643,024edf1e5e9cbf32,6,22.7,22.95,36.2,40.6,0,0,1,0,0.173,0,1,evening_commute,zone_37.51_-122.44,zone_37.41_-122.49,0.7021857208198361,14.62356479076836
trip_009644,024edf1e5e9cbf32,7,46.5,26.48,28.6,31.2,4,1,0,0,0.078,1,0,early_morning,zone_37.67_-122.53,zone_37.66_-122.44,0.8973183508768845,11.412526953180025
trip_009645,024edf1e5e9cbf32,8,10.1,6.04,36.7,45.0,0,0,0,0,0.095,1,0,early_morning,zone_37.67_-122.33,zone_37.62_-122.35,0.8856483255602979,53.34111950314214
trip_009646,024edf1e5e9cbf32,9,14.6,6.78,39.1,52.4,1,0,0,0,0.12,0,1,morning_commute,zone_37.65_-122.51,zone_37.67_-122.44,0.9843252031090941,9.911140313563578
trip_009647,024edf1e5e9cbf32,10,39.5,28.82,38.9,43.9,2,1,1,0,0.039,0,1,evening_commute,zone_37.65_-122.54,zone_37.69_-122.47,0.8880471061794972,8.54777873362662
trip_009648,024edf1e5e9cbf32,11,41.9,37.4,36.3,40.8,1,3,3,0,0.119,1,0,night,zone_37.53_-122.41,zone_37.47_-122.4,0.799766756112652,40.053966572719084
trip_009649,024edf1e5e9cbf32,12,31.8,17.3,38.3,43.8,4,2,0,0,0.144,0,0,midday,zone_37.74_-122.49,zone_37.78_-122.48,0.8450432862346056,15.84339033468102
trip_009650,024edf1e5e9cbf32,13,11.3,7.29,38.7,43.0,2,0,1,0,0.146,0,1,morning_commute,zone_37.53_-122.35,zone_37.61_-122.26,0.9513762229519247,13.359338211562378
trip_009651,024edf1e5e9cbf32,14,26.0,22.0,38.8,50.0,0,1,2,0,0.045,1,0,early_morning,zone_37.56_-122.47,zone_37.61_-122.51,0.916784560779479,7.004262083140475
trip_009652,024edf1e5e9cbf32,15,37.9,24.7,27.1,39.3,2,1,0,0,0.141,1,0,night,zone_37.67_-122.56,zone_37.58_-122.54,0.5735861711357312,15.67747218782603
trip_009653,024edf1e5e9cbf32,16,173.9,51.85,38.5,45.0,8,9,8,0,0.061,0,1,morning_commute,zone_37.8_-122.35,zone_37.85_-122.42,0.985080649843406,12.583553176594553
trip_009654,024edf1e5e9cbf32,17,26.6,14.26,25.6,35.8,1,0,0,0,0.137,0,0,midday,zone_37.6_-122.35,zone_37.57_-122.4,0.9831804468154591,14.828463513848906
trip_009655,024edf1e5e9cbf32,18,23.0,10.5,36.3,40.3,4,0,1,0,0.019,0,1,morning_commute,zone_37.55_-122.34,zone_37.54_-122.29,0.9745705267024842,11.18034173442823
trip_009656,024edf1e5e9cbf32,19,31.5,19.59,42.0,54.1,5,2,2,0,0.115,1,0,night,zone_37.52_-122.48,zone_37.45_-122.45,0.9769066356659764,8.693025459642099
trip_009657,024edf1e5e9cbf32,20,15.1,10.11,40.0,43.7,1,1,1,0,0.088,1,0,early_morning,zone_37.85_-122.3,zone_37.91_-122.34,0.9701697345379068,22.065852322990068
trip_009658,024edf1e5e9cbf32,21,63.1,63.65,32.5,45.0,5,5,3,0,0.065,0,1,evening_commute,zone_37.55_-122.43,zone_37.52_-122.34,0.9423958843207438,27.125375447391367
trip_009659,024edf1e5e9cbf32,22,23.7,13.73,36.6,40.4,1,0,3,4,0.072,1,0,night,zone_37.71_-122.58,zone_37.76_-122.5,0.9960468242082514,17.466825035173486
trip_009660,024edf1e5e9cbf32,23,54.8,42.29,42.1,51.6,1,0,1,0,0.116,0,1,morning_commute,zone_37.78_-122.26,zone_37.7_-122.25,0.9188628487299408,14.570835286842872
trip_009661,024edf1e5e9cbf32,24,43.4,13.06,30.9,41.9,1,5,0,0,0.177,0,1,evening_commute,zone_37.51_-122.33,zone_37.59_-122.37,0.927875121076734,17.39575532075566
trip_009662,024edf1e5e9cbf32,25,28.3,15.2,39.1,52.5,1,2,0,0,0.051,0,1,evening_commute,zone_37.65_-122.31,zone_37.72_-122.33,0.9585687560956,18.654508111299727
trip_011483,02aa88a7a4d61490,1,45.9,25.13,28.0,46.7,0,1,1,0,0.022,0,0,midday,zone_37.63_-122.36,zone_37.62_-122.36,0.776682766288506,12.051340337350053
trip_011484,02aa88a7a4d61490,2,13.4,4.98,35.4,38.6,1,0,0,0,0.021,0,1,evening_commute,zone_37.71_-122.45,zone_37.71_-122.36,0.9564463879246934,9.86618061246239
trip_011485,02aa88a7a4d61490,3,37.6,16.41,27.5,33.2,0,2,0,0,0.034,0,1,evening_commute,zone_37.89_-122.26,zone_37.85_-122.19,0.9673706463557852,12.974708983991528
trip_011486,02aa88a7a4d61490,4,35.4,19.81,36.2,45.7,0,0,0,0,0.033,0,1,evening_commute,zone_37.6_-122.33,zone_37.62_-122.26,0.6670532568607842,11.705703302015403
trip_011487,02aa88a7a4d61490,5,20.6,7.14,28.4,33.2,1,0,0,0,0.012,0,1,morning_commute,zone_37.78_-122.5,zone_37.81_-122.47,0.9184278293301482,5.926188392706402
trip_011488,02aa88a7a4d61490,6,37.0,15.23,30.1,38.4,0,2,0,0,0.024,0,0,midday,zone_37.7_-122.52,zone_37.67_-122.44,0.9676654006715217,11.506077338604468
trip_011489,02aa88a7a4d61490,7,16.1,10.18,45.2,62.5,0,0,0,0,0.019,0,0,midday,zone_37.71_-122.47,zone_37.69_-122.43,0.774160921947793,11.427806112247964
trip_005659,02d2151b7e500066,1,16.3,10.07,36.3,42.4,0,1,0,0,0.059,0,1,morning_commute,zone_37.55_-122.29,zone_37.53_-122.23,0.9200438711059131,16.529632523454946
trip_005660,02d2151b7e500066,2,22.7,12.39,29.3,35.6,1,2,0,0,0.159,1,0,night,zone_37.58_-122.51,zone_37.59_-122.52,0.78260813385397,7.082217040619943
trip_005661,02d2151b7e500066,3,39.0,28.68,36.9,40.9,3,0,0,0,0.093,0,1,morning_commute,zone_37.75_-122.2,zone_37.74_-122.22,0.9631288537678676,8.472659983029333
trip_005662,02d2151b7e500066,4,43.7,31.52,19.5,59.5,1,2,1,0,0.05,1,0,night,zone_37.64_-122.5,zone_37.73_-122.51,0.9099927157532505,7.611468972857748
trip_005663,02d2151b7e500066,5,22.2,7.15,32.7,38.5,1,0,2,0,0.049,0,1,morning_commute,zone_37.65_-122.57,zone_37.56_-122.67,0.7717899558837078,19.498724219237594
trip_005664,02d2151b7e500066,6,22.1,10.11,31.9,35.0,1,0,1,0,0.101,0,1,morning_commute,zone_37.83_-122.41,zone_37.8_-122.38,0.9171517316653536,17.844351997706188
trip_005665,02d2151b7e500066,7,43.7,23.88,23.2,30.2,4,2,2,0,0.06,0,1,evening_commute,zone_37.78_-122.36,zone_37.78_-122.31,0.9099064687081365,14.443449112966212
trip_005666,02d2151b7e500066,8,29.9,15.32,24.8,29.4,0,1,2,0,0.108,0,1,morning_commute,zone_37.62_-122.43,zone_37.58_-122.33,0.7973974432847436,25.30689451155505
trip_005667,02d2151b7e500066,9,20.4,10.46,31.6,46.1,1,1,1,0,0.033,0,1,evening_commute,zone_37.56_-122.6,zone_37.54_-122.61,0.9675723662756205,16.967752242000365
trip_005668,02d2151b7e500066,10,22.5,5.49,25.1,34.6,0,2,0,0,0.08,0,1,morning_commute,zone_37.79_-122.59,zone_37.81_-122.52,0.8248459373722555,10.200266190238292
trip_005669,02d2151b7e500066,11,12.1,4.46,21.8,30.0,0,1,0,0,0.114,1,0,night,zone_37.58_-122.58,zone_37.6_-122.52,0.9543763907550085,16.991440653864156
trip_002457,02e1bb210ea1c621,1,37.6,34.37,42.6,51.5,4,5,2,0,0.543,1,0,early_morning,zone_37.86_-122.2,zone_37.92_-122.22,0.8557510582342007,7.566608522627044
trip_002458,02e1bb210ea1c621,2,33.9,21.63,39.9,44.8,12,3,3,0,0.226,0,1,evening_commute,zone_37.88_-122.55,zone_37.97_-122.49,0.8001329268444333,18.53789647473187
trip_002459,02e1bb210ea1c621,3,35.9,17.78,33.2,50.4,4,4,2,76,0.256,1,0,early_morning,zone_37.83_-122.38,zone_37.9_-122.44,0.7466841944281684,15.243431943472201
trip_002460,02e1bb210ea1c621,4,29.6,29.32,34.2,50.9,6,3,2,57,0.041,1,0,early_morning,zone_37.79_-122.31,zone_37.83_-122.24,0.8222761404958282,19.002111412038122
trip_002461,02e1bb210ea1c621,5,32.2,21.88,38.4,51.0,5,2,4,0,0.268,1,0,early_morning,zone_37.8_-122.56,zone_37.87_-122.63,0.8943851292331099,6.101715340741236
trip_002462,02e1bb210ea1c621,6,28.8,14.67,42.1,56.4,11,6,2,0,0.227,0,1,morning_commute,zone_37.86_-122.42,zone_37.8_-122.47,0.9995721702513595,14.83869024588022
trip_002463,02e1bb210ea1c621,7,10.0,5.46,36.3,36.9,2,1,0,0,0.447,1,0,early_morning,zone_37.68_-122.22,zone_37.58_-122.16,0.9416265047743388,21.11506995918446
trip_002464,02e1bb210ea1c621,8,60.2,49.5,38.9,43.3,9,7,2,0,0.462,0,1,evening_commute,zone_37.71_-122.48,zone_37.63_-122.44,0.9702902654014148,34.76956428232469
trip_002465,02e1bb210ea1c621,9,33.6,14.45,42.2,43.8,4,4,0,0,0.567,0,1,evening_commute,zone_37.56_-122.4,zone_37.47_-122.33,0.8992115662169731,28.223521544685926
trip_002466,02e1bb210ea1c621,10,29.0,22.09,44.9,74.3,4,4,2,0,0.301,0,1,evening_commute,zone_37.58_-122.35,zone_37.58_-122.37,0.965922510789834,8.686781594210956
trip_002467,02e1bb210ea1c621,11,51.8,47.44,39.0,48.2,11,7,8,45,1.0,0,0,midday,zone_37.61_-122.24,zone_37.65_-122.22,0.8380842584590965,27.222512929210907
trip_002468,02e1bb210ea1c621,12,39.2,35.39,43.4,50.0,3,5,2,0,0.095,0,1,evening_commute,zone_37.75_-122.31,zone_37.77_-122.24,0.9461845460962588,17.201894949507718
trip_002469,02e1bb210ea1c621,13,9.0,5.99,39.6,48.5,0,0,4,0,0.601,1,0,early_morning,zone_37.51_-122.29,zone_37.51_-122.19,0.9645438695425542,16.31336052056186
trip_002470,02e1bb210ea1c621,14,16.6,10.13,35.7,50.9,3,2,2,0,0.146,0,1,evening_commute,zone_37.54_-122.37,zone_37.52_-122.36,0.9117729856613619,21.49394040548785
trip_000795,03016a467db4eb4f,1,16.5,10.73,54.3,57.0,3,1,1,0,0.542,0,1,evening_commute,zone_37.7_-122.34,zone_37.67_-122.3,0.8146598517402157,24.59660233925765
trip_000796,03016a467db4eb4f,2,23.3,19.63,55.0,68.5,3,1,1,0,0.073,0,1,morning_commute,zone_37.79_-122.57,zone_37.73_-122.61,0.9967226652130972,21.82868973368407
trip_000797,03016a467db4eb4f,3,5.0,4.36,54.0,63.7,2,0,2,0,0.564,0,1,morning_commute,zone_37.64_-122.49,zone_37.67_-122.43,0.8689836012294196,13.550188920233586
trip_000798,03016a467db4eb4f,4,55.3,43.04,55.9,60.0,12,10,3,0,0.101,1,0,early_morning,zone_37.64_-122.32,zone_37.71_-122.35,0.9738779048464091,10.932619635454639
trip_000799,03016a467db4eb4f,5,68.1,58.17,46.7,48.2,6,5,8,0,0.128,0,1,morning_commute,zone_37.78_-122.3,zone_37.88_-122.4,0.8064931979210402,6.816170156768457
trip_000800,03016a467db4eb4f,6,34.6,28.92,52.4,57.3,2,7,3,0,0.209,0,1,evening_commute,zone_37.87_-122.29,zone_37.92_-122.31,0.9395238467648934,11.569726491537718
trip_000801,03016a467db4eb4f,7,28.9,24.64,56.7,60.1,0,2,5,0,0.328,0,0,midday,zone_37.69_-122.54,zone_37.69_-122.46,0.8969370643126603,27.15377568370373
trip_000802,03016a467db4eb4f,8,6.1,6.82,60.1,63.0,0,3,1,37,0.575,0,1,morning_commute,zone_37.85_-122.35,zone_37.91_-122.27,0.9469769020070505,10.035604504930689
trip_000803,03016a467db4eb4f,9,21.2,19.93,47.3,52.8,2,2,2,32,0.092,0,1,morning_commute,zone_37.83_-122.55,zone_37.82_-122.53,0.9379392658868189,22.974311156039292
trip_000804,03016a467db4eb4f,10,31.4,31.87,58.7,63.0,9,4,2,0,0.442,0,1,evening_commute,zone_37.89_-122.51,zone_37.95_-122.54,0.8076877244559665,17.011989741494183
trip_000805,03016a467db4eb4f,11,15.8,13.38,48.7,51.8,3,5,1,0,0.063,0,0,midday,zone_37.77_-122.57,zone_37.85_-122.48,0.988072945102778,12.844329785282405
trip_000806,03016a467db4eb4f,12,25.9,23.8,50.5,56.7,2,3,3,0,0.753,0,1,evening_commute,zone_37.59_-122.49,zone_37.5_-122.53,0.9947440511149048,25.557559223421585
trip_000807,03016a467db4eb4f,13,13.7,15.08,54.4,70.5,0,0,2,0,0.014,0,0,midday,zone_37.82_-122.49,zone_37.86_-122.44,0.8275140598480675,7.526594724915023
trip_000808,03016a467db4eb4f,14,39.9,35.6,51.4,55.5,4,1,2,0,0.467,1,0,night,zone_37.54_-122.48,zone_37.63_-122.49,0.944929107033096,8.418024164812019
trip_000809,03016a467db4eb4f,15,6.6,5.96,55.1,58.1,0,0,1,0,0.295,0,0,midday,zone_37.81_-122.31,zone_37.84_-122.41,0.9981451989949293,25.4331050613504
trip_010282,0320d4a70b93d474,1,17.6,13.2,27.0,30.1,1,1,0,0,0.03,0,1,evening_commute,zone_37.58_-122.59,zone_37.67_-122.57,0.8702696596177244,6.2860906673044115
trip_010283,0320d4a70b93d474,2,10.3,6.54,41.6,51.3,1,0,1,0,0.014,0,1,morning_commute,zone_37.85_-122.22,zone_37.79_-122.3,0.8651234369904995,20.34944463097129
trip_010284,0320d4a70b93d474,3,20.6,9.08,44.2,65.5,0,0,0,0,0.185,0,0,midday,zone_37.72_-122.31,zone_37.72_-122.39,0.8963749684803883,8.870819234227296
trip_010285,0320d4a70b93d474,4,32.7,23.18,33.7,35.7,0,2,0,0,0.033,1,0,early_morning,zone_37.74_-122.52,zone_37.74_-122.43,0.8742762866234284,20.299326164052566
trip_010286,0320d4a70b93d474,5,38.0,24.73,30.8,41.7,1,2,0,0,0.096,0,1,morning_commute,zone_37.6_-122.58,zone_37.54_-122.57,0.8731019959157393,9.43795745006719
trip_010287,0320d4a70b93d474,6,12.6,10.8,34.3,40.5,0,0,2,24,0.055,0,1,evening_commute,zone_37.8_-122.32,zone_37.8_-122.32,0.982219513716209,16.607704180130092
trip_010288,0320d4a70b93d474,7,6.7,2.8,44.3,48.6,1,0,0,0,0.034,0,1,morning_commute,zone_37.86_-122.46,zone_37.9_-122.44,0.9895560144184233,17.704204330715577
trip_010289,0320d4a70b93d474,8,59.3,56.65,40.8,52.6,4,6,3,0,0.024,0,1,morning_commute,zone_37.64_-122.43,zone_37.57_-122.35,0.9408946192595175,17.16615652656646
